"var1"	"var2"
"dclus_GENH01.1.fsa_nt.out.txt"	0.0464223258038622	0.164700134320372
"dclus_GENI01.1.fsa_nt.out.txt"	0.0480054195623451	0.149337038958199
"dclus_GENJ01.1.fsa_nt.out.txt"	0.0604059874635871	0.16844156264702
"dclus_GENM01.1.fsa_nt.out.txt"	0.0402070977827323	0.109840447481339
"dclus_GENN01.1.fsa_nt.out.txt"	0.0594670131558723	0.175417942088342
"dclus_GENO01.1.fsa_nt.out.txt"	0.143602297377859	0.0344883037942079
"dclus_GENP01.1.fsa_nt.out.txt"	0.0640095700943762	0.135078941511953
"dclus_GENR01.1.fsa_nt.out.txt"	0.0425006586013677	0.170666716263923
"dclus_GENS01.1.fsa_nt.out.txt"	0.074711448340038	0.221649464594407
"dclus_GENT01.1.fsa_nt.out.txt"	0.0657167618376096	0.135953883539469
"dclus_GENU01.1.fsa_nt.out.txt"	0.0681901069044866	0.143015924260669
"dclus_GENX01.1.fsa_nt.out.txt"	0.124125548552776	NA
"dclus_GENY01.1.fsa_nt.out.txt"	0.10073908572336	0.193912171406223
"dclus_GENZ01.1.fsa_nt.out.txt"	0.125747093279278	NA
"dclus_GEOA01.1.fsa_nt.out.txt"	0.0919403631213755	0.122267011535872
"dclus_GEOB01.1.fsa_nt.out.txt"	0.158774545461756	0.0474341720389576
"dclus_GEOC01.1.fsa_nt.out.txt"	0.0692224388918388	0.164501866764224
"dclus_GEOD01.1.fsa_nt.out.txt"	0.0659021303285975	0.16775394210892
"dclus_GEOE01.1.fsa_nt.out.txt"	0.0590235134241866	0.171974486498158
"dclus_GEOF01.1.fsa_nt.out.txt"	0.0579492158101812	0.180808168633308
"dclus_GEOG01.1.fsa_nt.out.txt"	0.0667368659771145	0.133218744425687
"dclus_GEOJ01.1.fsa_nt.out.txt"	0.0879535503669785	0.135145895927101
"dclus_GEOK01.1.fsa_nt.out.txt"	0.0994198340386159	0.188867793893616
"dclus_GEOL01.1.fsa_nt.out.txt"	0.0944540943252718	0.18447341697709
"dclus_GEOM01.1.fsa_nt.out.txt"	0.120191756887102	NA
"dclus_GEON01.1.fsa_nt.out.txt"	0.053972083333364	0.135912711873583
"dclus_GEOO01.1.fsa_nt.out.txt"	0.0786057863932873	0.177657451358913
"dclus_GEOP01.1.fsa_nt.out.txt"	0.06870334143092	0.150985995754718
"dclus_GEOQ01.1.fsa_nt.out.txt"	0.10912803651733	NA
"dclus_GEOR01.1.fsa_nt.out.txt"	0.0519975676566162	0.188487888775017
"dclus_GEOS01.1.fsa_nt.out.txt"	0.0973103738950517	0.150009122427359
"dclus_GEOT01.1.fsa_nt.out.txt"	0.137890458599041	0.0108773188247383
"dclus_GEOU01.1.fsa_nt.out.txt"	0.1349650006261	0.0304382369750925
"dclus_GEOV01.1.fsa_nt.out.txt"	0.0729475461524232	0.16405850482962
"dclus_GERG01.1.fsa_nt.out.txt"	0.0878813890803786	0.215972075883201
